"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"ICD Chapter"	"ICD Chapter Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2011"	"2011"	21385	376415	5681.23
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2012"	"2012"	21118	380285	5553.20
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2013"	"2013"	21280	382792	5559.15
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2014"	"2014"	20830	384694	5414.69
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2015"	"2015"	21384	387686	5515.80
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2016"	"2016"	20550	388095	5295.10
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2017"	"2017"	20705	392683	5272.70
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2018"	"2018"	20522	393301	5217.89
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2019"	"2019"	20479	392070	5223.30
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2020 "	"2020"	20225	390530	5178.86
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"			230032	4237779	5428.13
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2010"	"2010"	11586	175963	6584.34
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2011"	"2011"	11626	184213	6311.17
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2012"	"2012"	11654	189392	6153.38
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2013"	"2013"	12253	195316	6273.42
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2014"	"2014"	12151	200234	6068.40
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2015"	"2015"	12511	204660	6113.07
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2016"	"2016"	12546	207656	6041.72
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2017"	"2017"	12702	212593	5974.80
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2018"	"2018"	12799	215662	5934.75
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2019"	"2019"	12803	219959	5820.63
	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2020 "	"2020"	13169	221809	5937.09
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"			135800	2227457	6096.64
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"					365832	6465236	5658.45
"Total"	"Micropolitan (Nonmetro)"	"5"	"Diseases of the circulatory system"	"I00-I99"							973959	202482264	481.01
"Total"	"Micropolitan (Nonmetro)"	"5"									973959	202482264	481.01
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2010"	"2010"	123	996577	12.34
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2011"	"2011"	118	1001698	11.78
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2012"	"2012"	111	993671	11.17
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2013"	"2013"	114	991115	11.50
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2014"	"2014"	125	992342	12.60
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2015"	"2015"	126	994163	12.67
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2016"	"2016"	112	997160	11.23
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2017"	"2017"	110	999263	11.01
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	108	1003216	10.77
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	105	1002530	10.47
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2020 "	"2020"	134	999019	13.41
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"			1286	10970754	11.72
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2010"	"2010"	219	1102593	19.86
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2011"	"2011"	186	1107072	16.80
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2012"	"2012"	194	1103884	17.57
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2013"	"2013"	202	1103187	18.31
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2014"	"2014"	219	1103526	19.85
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2015"	"2015"	200	1105717	18.09
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2016"	"2016"	203	1113683	18.23
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2017"	"2017"	218	1119331	19.48
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	200	1127310	17.74
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	215	1130935	19.01
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2020 "	"2020"	217	1128115	19.24
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"			2273	12245353	18.56
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"					3559	23216107	15.33
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2010"	"2010"	389	1109683	35.06
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2011"	"2011"	378	1079572	35.01
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2012"	"2012"	375	1059970	35.38
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2013"	"2013"	378	1048702	36.04
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2014"	"2014"	400	1036565	38.59
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2015"	"2015"	410	1027004	39.92
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2016"	"2016"	393	1016475	38.66
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2017"	"2017"	379	1012838	37.42
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	371	1015034	36.55
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	367	1016728	36.10
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2020 "	"2020"	428	1019282	41.99
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"			4268	11441853	37.30
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2010"	"2010"	738	1172210	62.96
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2011"	"2011"	733	1143968	64.08
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2012"	"2012"	665	1126335	59.04
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2013"	"2013"	704	1114120	63.19
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2014"	"2014"	715	1103000	64.82
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2015"	"2015"	700	1095921	63.87
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2016"	"2016"	717	1085399	66.06
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2017"	"2017"	723	1081169	66.87
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	674	1084315	62.16
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	701	1084852	64.62
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2020 "	"2020"	834	1085562	76.83
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"			7904	12176851	64.91
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"					12172	23618704	51.54
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2010"	"2010"	1243	1425986	87.17
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2011"	"2011"	1277	1392224	91.72
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2012"	"2012"	1322	1350709	97.87
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2013"	"2013"	1227	1312353	93.50
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2014"	"2014"	1251	1275078	98.11
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2015"	"2015"	1224	1241171	98.62
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2016"	"2016"	1200	1209989	99.17
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2017"	"2017"	1171	1180107	99.23
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	1120	1146601	97.68
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	1029	1113043	92.45
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2020 "	"2020"	1182	1086519	108.79
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"			13246	13733780	96.45
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2010"	"2010"	2734	1458602	187.44
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2011"	"2011"	2689	1423166	188.94
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2012"	"2012"	2479	1382042	179.37
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2013"	"2013"	2515	1343255	187.23
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2014"	"2014"	2474	1308080	189.13
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2015"	"2015"	2314	1273513	181.70
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2016"	"2016"	2377	1242741	191.27
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2017"	"2017"	2324	1212054	191.74
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	2195	1180728	185.90
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	2213	1148003	192.77
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2020 "	"2020"	2285	1122259	203.61
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"			26599	14094443	188.72
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"					39845	27828223	143.18
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2010"	"2010"	2403	1326206	181.19
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2011"	"2011"	2494	1364765	182.74
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2012"	"2012"	2465	1364748	180.62
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2013"	"2013"	2487	1378716	180.39
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2014"	"2014"	2646	1385099	191.03
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2015"	"2015"	2697	1395297	193.29
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2016"	"2016"	2838	1404457	202.07
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2017"	"2017"	2850	1409410	202.21
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	2863	1409858	203.07
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	2806	1403157	199.98
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2020 "	"2020"	3152	1389278	226.88
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"			29701	15230991	195.00
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2010"	"2010"	5100	1322802	385.55
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2011"	"2011"	5256	1359891	386.50
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2012"	"2012"	5295	1357375	390.09
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2013"	"2013"	5433	1366714	397.52
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2014"	"2014"	5765	1370889	420.53
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2015"	"2015"	5681	1377884	412.30
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2016"	"2016"	5790	1382459	418.82
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2017"	"2017"	5951	1384480	429.84
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	5829	1380297	422.30
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	5730	1372421	417.51
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2020 "	"2020"	6387	1355389	471.23
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"			62217	15030601	413.94
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"					91918	30261592	303.74
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2010"	"2010"	4300	935069	459.86
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2011"	"2011"	4224	952233	443.59
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2012"	"2012"	4239	996977	425.19
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2013"	"2013"	4397	1025200	428.89
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2014"	"2014"	4532	1053667	430.12
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2015"	"2015"	4758	1080001	440.56
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2016"	"2016"	4998	1104903	452.35
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2017"	"2017"	4977	1126820	441.69
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	4997	1148209	435.20
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	5156	1176373	438.30
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2020 "	"2020"	5634	1208047	466.37
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"			52212	11807499	442.19
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2010"	"2010"	7117	882840	806.15
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2011"	"2011"	7030	900646	780.55
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2012"	"2012"	7224	944894	764.53
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2013"	"2013"	7613	974869	780.93
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2014"	"2014"	7787	1003296	776.14
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2015"	"2015"	8102	1030454	786.26
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2016"	"2016"	8469	1056547	801.57
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2017"	"2017"	8545	1078371	792.40
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	8734	1097697	795.67
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	8980	1122424	800.05
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2020 "	"2020"	9603	1152302	833.38
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"			89204	11244340	793.32
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"					141416	23051839	613.47
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2010"	"2010"	8900	598414	1487.26
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2011"	"2011"	8623	599653	1438.00
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2012"	"2012"	8489	601254	1411.88
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2013"	"2013"	8504	606028	1403.24
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2014"	"2014"	8309	609920	1362.31
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2015"	"2015"	8568	613902	1395.66
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2016"	"2016"	8377	620747	1349.50
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2017"	"2017"	8412	630784	1333.58
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	8414	651139	1292.20
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	8493	665649	1275.90
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2020 "	"2020"	8884	675925	1314.35
"Total"	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"			93973	6873415	1367.20
	"NonCore (Nonmetro)"	"6"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2010"	"2010"	9758	463743	2104.18
